Date,Open,High,Low,Close,Adj Close,Volume,FIVE.csv_MA_5,FIVE.csv_MA_20,FIVE.csv_MA_250,FIVE.csv_realVolatility20,FIVE.csv_realVolatility60,FIVE.csv_realVolatility250,FIVE.csv_avgVolume_20,FIVE.csv_avgVolume_60,FIVE.csv_avgVolume_250,FIVE.csv_log1DayRet,FIVE.csv_logMA5_20,FIVE.csv_logMA20_250,FIVE.csv_logMA5_250,FIVE.csv_log1DayRange,FIVE.csv_HL_20_realVol_20,FIVE.csv_HL_5_realVol_20,FIVE.csv_logD2,FIVE.csv_logD5,FIVE.csv_Mean,FIVE.csv_Variance,FIVE.csv_Skewness,FIVE.csv_Kurtosis,FIVE.csv_Shape,FIVE.csv_Location,FIVE.csv_Scale
2020-05-15,3.0649792409795467,7.207843822644605,5.022818337224152,7.4839815994175325,7.4839815994175325,379064.0782944724,4.550242833746966,5.468623505336985,5.416797915840759,2.906375861822554,6.858017234848232,4.7617374110971,-14667.25745888601,99020.94037187217,73871.36111112162,0.892724153314192,-0.18384633881060225,0.00952208997277315,-0.17432424883782904,0.7816274922875197,1.3631486240869157,0.9261700832296135,1.9188612380664782,-0.9513653897884954,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-18,12.746927655543033,11.897514994451242,13.597595714637125,11.541992615594792,11.541992615594792,54680.53093803418,5.405111829685233,5.838271109571946,5.419736083459982,3.1863617137829623,6.96258274679881,4.765302286367832,548.134230157506,100143.42513766862,73511.91378569006,-0.09929835787124586,-0.07708956920861829,0.07438758895183159,-0.0027019802567867803,0.5306757323971977,1.3769851349733595,0.9295058587342812,1.9754383425502449,1.4526308695243353,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-19,9.027829591166466,9.19504552655684,8.77695157694722,8.15635207892015,8.15635207892015,-143830.25064622262,6.437065150447188,6.218369950996218,5.420395257730616,2.9688697104540682,7.005787252309055,4.765670853425415,7172.217112258144,92702.83826454695,73701.23031920916,-0.10151496331855635,0.03456490761356876,0.1373390680764663,0.17190397569003527,-0.8720491118804605,1.3761235793386393,0.880384730776557,-0.3969457815901852,1.6408913466506714,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-20,9.48499745560337,6.871795026076811,6.88737687072836,5.455033087831872,5.455033087831872,-410620.2199854945,7.393914536608949,6.235234975671881,5.416014651905954,2.963241040251508,7.016447981459285,4.76513148136321,1943.0875677930453,71701.99491914033,72781.98356035692,-0.5531726502684753,0.17044103699188928,0.14085602407058545,0.3112970610624747,-4.161648846860708,1.6003488641194412,1.9839482666534083,1.806148700526798,1.565328631288011,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-21,3.938999840481799,8.407191920930131,6.571500546861188,11.064206529469594,11.064206529469594,396442.73805990105,8.740313182246789,6.738095839546074,5.426711971486356,2.881540009875979,7.109487888960217,4.774826323664413,11269.011410900832,79685.6614940702,75422.74995486597,1.0327884174960913,0.2601686536133445,0.21644394819568769,0.4766126018090323,0.6074211811560891,1.6124177620197626,2.085781824727123,1.067415507025759,1.906871270414387,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-22,11.43062203166685,10.385408141692125,11.6701577607663,10.80652517188021,10.80652517188021,217859.4075175746,9.404821896739325,7.021498997019641,5.441109856692118,2.9925268818363713,7.172661906621641,4.785630930311703,38018.4483850235,81024.29037616639,75245.51351276026,-0.05614576302731843,0.29224579790929506,0.2549936697485732,0.5472394676578684,0.2505638503921426,1.6132348738424793,2.008475231065558,1.677375416238796,1.2007306258797457,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-26,14.91382887688266,13.405257672599715,12.173684346164393,9.72288681613628,9.72288681613628,77682.69161612832,9.04100073684762,7.0142800897716455,5.473017884690932,2.985466512133062,7.19222451405616,4.787487013920187,40560.64137217626,72001.03159681523,75257.51681825178,-0.4278063231415405,0.25382178537661243,0.24811790391891456,0.501939689295527,0.2082924791812927,1.5834161770399622,1.9625770218753373,0.2936539900022147,0.5983450613731466,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-27,9.413791627291062,10.17622353799328,9.620595777143537,13.10411264325326,13.10411264325326,289539.3781354679,10.030552849714244,7.1525580939057125,5.4929574175094125,3.2036168092286004,7.312259523056175,4.808885567776721,44837.397296374606,77596.03682770302,74884.47075860432,0.3307503147800636,0.3381656519764031,0.264003265897935,0.602168917874338,-0.5876567038178883,1.5734586627514338,1.9638515033495303,0.8318596469377891,1.5989350629659183,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-28,15.8977572104657,13.436022038023935,11.733976125957112,9.874158005683526,9.874158005683526,-101338.42597513308,10.914377833284572,7.120674942781498,5.506513383754989,3.1714365038312846,7.356778299634732,4.816464491542695,29928.602135562967,81165.93423294918,75013.94845101042,-0.4762570014266471,0.42707847103838076,0.25707087310811827,0.6841493441464991,0.531831005149765,1.517939873694482,0.47410719726792055,-1.888681095703596,1.4859416941020034,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
2020-05-29,6.153754686542001,8.279787140766842,9.52809856740032,9.842427251875804,9.842427251875804,-257321.6665751149,10.670021977765817,7.317682239205733,5.536002604855401,3.2138630270999387,7.408481434691281,4.820366469483343,29678.042788651663,79584.91498857991,70412.65429318449,0.46963993891928146,0.3771444812376004,0.27902095500031054,0.6561654362379109,0.22179177938886332,1.4999999573446257,0.4199594040234309,1.1822440530047762,0.2003082205346064,9.157480566009658,32.410148474309054,-0.40006565421784174,2.25167818312518,0.005392316595910824,-1043.105342148389,1052.2361245149286
