timestamp,open,high,low,close,volume
2023-12-04,29.8400,30.7164,29.4900,29.8300,4795902
2023-12-01,29.0900,30.2900,28.7850,30.2600,4453670
2023-11-30,30.1500,30.3100,28.6700,29.0100,7881298
2023-11-29,29.4000,30.2200,29.1500,29.9500,7297155
2023-11-28,28.0300,28.9900,27.7500,28.7900,3158931
2023-11-27,28.5000,28.5500,27.8750,28.2100,2673537
2023-11-24,27.8200,28.5200,27.8200,28.4800,1326017
2023-11-22,28.0000,28.3000,27.4750,27.5800,2304037
2023-11-21,28.5200,28.7750,27.7450,27.8700,2801872
2023-11-20,27.7000,28.5400,27.6000,28.4600,3688445
2023-11-17,27.2100,27.9100,26.7001,27.6000,3541034
2023-11-16,27.0700,27.5700,26.6101,27.1300,4362685
2023-11-15,26.1000,28.1400,26.0400,27.7700,10721365
2023-11-14,25.2300,26.0900,24.1500,25.6500,20279629
2023-11-13,26.9400,26.9900,26.0900,26.5600,8645466
2023-11-10,26.9300,27.0693,25.8800,26.9000,4973439
2023-11-09,28.4000,28.5000,26.7150,26.9800,4690409
2023-11-08,28.5900,28.9100,28.1800,28.2200,3053950
2023-11-07,28.2300,29.1200,28.2300,28.7100,4244485
2023-11-06,28.1900,28.3800,27.7500,28.0600,2524522
2023-11-03,28.1300,28.9100,27.8900,28.0600,4432896
2023-11-02,27.0700,27.9100,27.0505,27.5800,4544071
2023-11-01,25.6900,26.5500,25.3700,26.5100,5033803
2023-10-31,25.2000,25.7400,24.9700,25.6700,3436580
2023-10-30,24.8000,25.3700,24.6900,25.3100,4659946
2023-10-27,25.5000,26.0350,24.4050,24.5100,3617949
2023-10-26,24.5200,25.2500,24.3700,24.7500,3000967
2023-10-25,25.3500,25.7100,24.7500,24.7700,2978955
2023-10-24,26.0900,26.2400,25.5600,26.0200,2178574
2023-10-23,25.0100,26.1400,24.8300,25.5600,5229636
2023-10-20,25.0000,25.2500,24.5400,25.0400,3128074
2023-10-19,25.3000,25.6099,25.0000,25.2700,2475118
2023-10-18,25.5200,25.5400,24.9100,25.2400,2258602
2023-10-17,24.5800,26.2190,24.5800,25.5900,4268950
2023-10-16,23.8100,25.3400,23.8100,24.8900,4008727
2023-10-13,23.8900,24.0700,23.4100,23.6700,3707659
2023-10-12,24.7500,24.9800,23.7200,23.7800,4937950
2023-10-11,25.5000,25.6100,24.6500,24.6600,4495999
2023-10-10,25.1500,26.2500,25.0100,25.1100,4020224
2023-10-09,25.4100,25.8500,25.1300,25.2000,4383115
2023-10-06,23.9500,25.1900,23.7800,25.1100,5324399
2023-10-05,25.0000,25.1000,23.9550,24.1500,4985177
2023-10-04,26.5000,26.7199,23.6500,25.0500,15626291
2023-10-03,25.7900,26.5900,25.7400,25.9900,5158908
2023-10-02,27.5300,27.7300,25.6400,26.1200,6693927
2023-09-29,27.8300,29.0500,27.5200,27.8200,7573461
2023-09-28,26.0800,26.4400,25.5100,26.2300,4698374
2023-09-27,26.0000,26.4300,25.7700,26.1600,3618814
2023-09-26,27.0000,27.5500,26.0400,26.0600,6462694
2023-09-25,27.4200,27.5200,26.3500,27.3200,8194752
2023-09-22,29.0000,29.1000,28.0100,28.0800,3035106
2023-09-21,29.2900,29.5000,28.4800,28.7600,4136229
2023-09-20,30.4400,30.6250,29.5800,29.7000,2134862
2023-09-19,30.0700,30.4800,29.3200,29.8600,3499454
2023-09-18,29.6600,30.5600,29.6000,30.2700,2875109
2023-09-15,30.5500,31.0480,29.7300,29.9500,4118018
2023-09-14,29.3700,30.7950,29.1760,30.6800,3670641
2023-09-13,29.5700,29.8142,28.7100,29.0200,4146054
2023-09-12,30.0400,30.7900,29.6100,29.7500,3209224
2023-09-11,30.0000,30.1400,29.3700,29.9900,2759518
2023-09-08,29.2100,29.7600,29.1300,29.5900,1757402
2023-09-07,30.0000,30.2200,29.2450,29.3200,5142955
2023-09-06,29.8700,30.7400,29.8700,30.6100,5061412
2023-09-05,29.6000,30.2000,29.2700,30.0700,4572714
2023-09-01,29.5800,29.8700,28.8500,29.2300,3032100
2023-08-31,29.0200,29.5700,28.8200,28.8300,2959400
2023-08-30,28.3000,28.9800,27.9200,28.9300,2545371
2023-08-29,28.0000,28.6600,27.8600,28.5100,3287598
2023-08-28,29.0800,29.1500,27.6100,28.0600,3841761
2023-08-25,28.5900,28.8050,27.8600,28.7500,2516423
2023-08-24,29.9400,30.0400,28.2800,28.4000,3524095
2023-08-23,27.9600,30.0800,27.2100,29.8800,6415755
2023-08-22,29.2600,29.8800,28.9000,29.3800,4442222
2023-08-21,30.6600,31.0500,29.7100,29.7400,3437602
2023-08-18,30.0600,30.7500,29.7300,30.2600,4373606
2023-08-17,30.3200,31.9800,30.2700,30.6600,7256362
2023-08-16,29.7700,31.2900,29.3800,30.3200,9385675
2023-08-15,30.2000,31.4200,28.5500,29.7700,23694322
2023-08-14,34.3200,34.8100,33.8900,34.6100,5956500
2023-08-11,35.4200,35.9300,34.2100,34.5500,3710279
2023-08-10,36.7000,37.0800,35.1550,35.7100,3319049
2023-08-09,35.7900,36.8000,35.0767,36.5100,4180743
2023-08-08,35.2300,35.8700,34.9001,35.7000,2973714
2023-08-07,35.3700,35.6500,34.7800,35.2700,1297469
2023-08-04,35.7000,36.0900,35.0900,35.3300,1833296
2023-08-03,34.8000,35.5999,34.6300,35.4800,1537725
2023-08-02,35.3200,35.4900,34.4800,34.8300,2813351
2023-08-01,35.6300,36.1200,35.3300,35.9800,2270209
2023-07-31,35.4900,36.0000,35.1700,36.0000,2915847
2023-07-28,34.1000,35.2550,32.1500,35.2300,5688678
2023-07-27,36.7700,36.8290,33.5800,33.8700,5309306
2023-07-26,34.7750,36.5000,34.5000,36.1800,3170046
2023-07-25,36.1000,36.5850,35.0200,35.0600,2745403
2023-07-24,34.8000,35.7000,34.0600,35.4700,3623910
2023-07-21,34.2200,35.0550,34.0501,34.6200,2377680
2023-07-20,34.7100,35.8499,34.2600,34.3200,3136482
2023-07-19,35.4000,35.7500,34.3600,35.0000,3031127
2023-07-18,35.1700,35.5100,34.5400,35.3300,2992444
2023-07-17,33.3700,35.5600,33.1300,35.2700,7796718
2023-07-14,33.6700,33.8800,32.6900,33.1400,2638457
2023-07-13,33.0700,34.4800,32.9500,33.5500,7413054
2023-07-12,33.1000,33.2600,31.8000,32.5800,2740304
2023-07-11,32.0500,33.1700,31.9300,32.6800,3951884
2023-07-10,31.5500,32.3925,31.5500,32.2300,2206332
2023-07-07,31.9100,32.2000,31.3800,31.4300,2353532
2023-07-06,32.6000,32.6650,30.7120,31.8000,4281934
2023-07-05,33.1500,33.1800,32.5101,33.0500,1987153
2023-07-03,33.1000,33.6750,32.8700,33.1600,2767473
2023-06-30,31.9100,33.1700,31.8600,33.0000,4837256
