Date,FIVE_Open,FIVE_Adj Close,FIVE_Volume,FIVE_High,FIVE_Low,FIVE_MA_5,FIVE_MA_20,FIVE_MA_250,FIVE_realVolatility20,FIVE_realVolatility60,FIVE_realVolatility250,FIVE_avgVolume_20,FIVE_avgVolume_60,FIVE_avgVolume_250,FIVE_log1DayRet,FIVE_logMA5_20,FIVE_logMA20_250,FIVE_logMA5_250,FIVE_log1DayRange,FIVE_HL_20_realVol_20,FIVE_HL_5_realVol_20,FIVE_logD2,FIVE_logD5
2019-11-18,8.951216403565851,4.163206816364088,-779181.3645333449,3.82433476361507,5.161177939499289,,,,,,,,,,-0.7655037874403285,,,,0.29031099571600394,,,,
2019-11-19,5.380334276965208,8.338746997267762,-618072.9933051085,5.908164360107591,8.552156929570828,,,,,,,,,,0.4381624594393055,,,,0.9722901116463216,,,,
2019-11-20,3.0882376031335426,3.7263331227083256,-146605.25553037762,2.7023495275351195,4.1900265214435,,,,,,,,,,0.1878240998742632,,,,0.39721583886062906,,,-0.8281111561999351,
2019-11-21,5.450278955172379,4.790963408757015,-95001.87396279328,3.806936392400495,5.526440413581376,,,,,,,,,,-0.1289352714246805,,,,0.5420358894631291,,,1.2663230672405776,
2019-11-22,8.77530040869113,9.71265613474256,-180385.35697495771,9.128635849973008,8.744589050951,6.1463812959679505,,,,,,,,,0.10148878783910899,,,,-0.9569908613671055,,0.7223411772261358,1.7894773692232704,
2019-11-25,5.130033343505147,4.149040530895562,-249627.30284283613,5.189324857483967,6.138150748946188,6.143548038874245,,,,,,,,,-0.21223504873235044,,,,-0.05252996247038372,,0.7336201183687263,-0.44328711044977565,-4.256890400185918
2019-11-26,2.9839298183132072,0.5543752504346884,-276311.90828823537,1.634771883742154,1.2340677668579405,4.58667368950763,,,,,,,,,-1.683154636908899,,,,-0.9145319871621873,,0.7093265036039504,2.2146584846870185,2.052118101558479
2019-11-27,3.417860975070596,5.117732594318618,-306037.62909619254,3.494191802753462,5.089390959066144,4.8649535838296885,,,,,,,,,0.40369657877521437,,,,0.46699859133404914,,0.7244650685320985,-0.03180850560178133,0.33031005475333725
2019-11-29,3.752910744082641,1.0069892519857575,209924.26119774533,3.711648845484291,2.4374087297599942,4.108158752475437,,,,,,,,,-1.3155667969398228,,,,0.24235001327192465,,0.6589157026272199,-0.792715610443551,1.3307748215604056
2019-12-02,2.285724216736241,5.138462022408845,-317129.3319648788,3.095907889371155,4.341517223638441,3.193319930008694,,,,,,,,,0.8100708992652862,,,,0.2196248353015496,,0.5394196620228692,-3.8762009414230993,1.520430532901626
2019-12-03,5.897447615321681,9.86726496109619,26838.831873073126,8.698859598168,6.051768427040749,4.33696481604882,,,,,,,,,0.5147030590350118,,,,0.9734613658430656,,0.6917119472835145,2.181577882542577,1.7436583429026256
2019-12-04,12.11426828019112,10.33855256057194,204004.25965150096,11.561392286548958,12.71626395856778,6.2938002780762705,,,,,,,,,-0.15850407979559772,,,,0.14398923132376376,,0.33758182087652405,1.6486760366210194,2.2807665206794976
2019-12-05,10.821743666988368,10.511821028167796,196837.4772410997,10.67254922004647,10.604142185325315,7.372617964846105,,,,,,,,,-0.029056976533142192,,,,-2.6822796128414974,,1.4165711229432703,-0.43919346725763037,1.6853036194383868
2019-12-06,7.0163307909023445,5.902281323391108,-252310.47963688883,5.853318040104483,5.661687575576437,8.351676379127175,,,,,,,,,-0.1729014608770291,,,,-1.6521864254163436,,1.5119580694308021,1.4898142121591833,1.5882739414967009
2019-12-09,3.588789494321972,3.4959276462578472,-74481.88924458134,2.32377527900384,3.92607496933006,8.023169503896977,,,,,,,,,-0.02621619599969119,,,,0.47143990376338935,,1.549784050436341,1.9481780585333703,0.49624040032108563
2019-12-10,3.1284761011319944,5.602440179297688,-283193.55132509663,4.6639370110451,3.3170826660832304,7.170204547537276,,,,,,,,,0.5826562317892986,,,,0.29777175866523475,,1.4066795450501344,-1.204502464259598,1.4504010972857702
